temperature,wind_speed,solar_irradiance,load
30.483570765056164,4.885277869507531,5.351012248325483,163.20208698576852
27.308678494144075,0.792118129682899,6.389246242853092,161.76206775673353
31.23844269050346,4.185846407633752,7.462023512482506,168.38538833358388
35.61514928204013,1.331977185495778,0.16110279159431862,170.80371871184968
26.829233126383322,9.698822520110665,1.2302696441057295,146.4954261702252
26.8293152152541,11.372256311573649,7.089370352447944,143.35392991347115
35.896064077536955,0.8677977030952633,3.668148497496123,186.67676230748302
31.837173645764544,11.461382487500417,4.516725111467708,156.95998233701448
25.65262807032524,6.270919192040942,5.304217629785179,149.86086020955676
30.712800217929825,3.594788135446487,5.432532835965099,166.62143642114174
25.682911535937688,0.9223449033139621,7.453923226532066,160.36947782434376
25.671351232148716,6.007491216845014,7.975595339293357,147.35163876677018
29.20981135783017,9.534186533888985,5.761259687447522,153.15192396644173
18.43359877671101,8.485037727200378,2.2977696736412065,128.14546705525598
19.375410837434835,0.6027121375676852,7.038019218354749,151.4766383018745
25.188562353795135,0.8748220244148421,0.39376731632609285,158.43893398362238
22.93584439832788,4.834479391591645,1.8486468229959696,153.39708118693986
29.571236662976368,3.5434859285753193,7.179085739709719,174.43970744682417
23.459879622393945,2.788611876672574,2.0495321155148396,149.58489727761278
20.938481493323543,3.372053986904563,1.7652084769739878,141.0056555023045
35.32824384460777,9.641792919562615,1.105002345121978,161.7544600705059
26.871118497567323,11.150736643582247,6.872894061175332,143.91488165952904
28.33764102343962,4.861232334330797,4.000466073528694,161.40633924045005
20.87625906893272,10.873332025589965,5.399145624433238,131.42433329160923
25.278086377374088,3.8579484149745835,1.9125310726002374,156.00987247220212
28.55461294854933,5.717243836125499,6.064323368089732,160.6579189206157
22.245032112888488,2.7123479737919967,6.080044359696788,159.27604672408108
29.87849009172836,7.685712506110128,2.500784199266401,147.09747080007736
24.996806550405974,11.747773382097707,3.285461064082263,137.30445315495845
26.541531251033618,7.241917152520544,1.6775222194416068,152.91158248602062
24.991466938853016,4.293769009362586,7.812488186583234,150.94846814628409
37.26139092254469,7.7738093518863405,5.164820616467293,178.623971245267
27.93251387631033,1.4750481415846508,7.476351045724124,163.85636966472867
22.711445355220498,10.663908963184785,2.4270843490330654,137.21353848535395
32.11272456051594,6.037007409358036,6.255127303975118,167.30159839255248
21.895781750144888,5.392196904475705,6.126869151077936,144.59315001640476
29.044317975023777,7.03037746144223,5.533245214932332,147.58007670084783
18.201649380601122,7.4974063534728295,7.725111802134403,134.1254022728591
21.359069755507846,0.8613096747181563,3.1484426888505244,161.69864705516937
28.984306179345616,8.19140665468083,1.0457385887180584,152.46618084859858
31.692332899977053,2.903180163786355,5.373670873952486,166.4270313523338
28.85684140594985,8.567431590079078,5.834478403817649,157.72232608004936
27.421758588058797,9.870417532610361,4.600484587670517,145.99037240664777
26.494481522053555,9.647502090630244,1.6545431450671702,143.91475807205876
20.607390048162863,6.6300116088946695,4.035647533354843,143.25455699544142
24.400778958026457,6.242038707729014,2.4975178925530352,154.04266801553774
25.696806145201062,1.7145115360729406,3.4197322253335125,174.39089334066415
33.285611131094576,9.304153804837627,5.161748606757311,163.58114220361458
29.71809144784231,3.2569125653605724,5.961717941526676,172.12655679426464
19.18479922318633,5.9603450738153585,1.857797527210745,138.89004844440234
29.620419846973974,3.4112891151302005,3.242602885175627,160.68257914141932
26.074588597918417,1.6059403559963177,2.1532925679330335,163.71284744115684
24.615389998470206,7.554692362700839,1.589052910894953,148.2232283756025
31.05838144420434,0.651984417874846,6.267097759966707,169.07815717342018
33.154997612479754,8.9837428095144,7.274021555495939,159.03828887201183
32.65640059558099,3.8110415431334,2.9618574854766138,172.393817685748
23.803912383886807,0.0016163160538238408,6.010231394990135,164.64545337076825
26.453938120743928,6.133549670846758,7.175962314915289,156.64471860839757
29.65631715701782,0.5622229023312375,6.7689936842418525,173.59930414819055
32.877725635611796,3.3140346938507936,1.4625071083138073,169.3539865212792
25.60412881077355,8.483717849468594,7.6503350521068905,144.85374945731726
27.071705116680914,0.7522754594623904,3.0134115234356997,161.079306209239
22.46832512996986,10.072061908272028,2.7139252893906907,147.20832423167275
22.018966879596647,0.0458390719029973,0.4994506182222427,159.60054624818383
32.06262911197099,2.961886430422827,3.889389232839064,170.0723169756433
34.78120014285412,8.890848673824857,0.8721089251274297,158.40233276746045
27.63994939209833,3.7952417967516814,1.988318567419408,176.08066646456217
33.01766448946012,1.2227086567921623,2.535540974138251,171.37519687497098
